time,P,G(i),H_sun,T2m,WS10m
20210828:0510,22.58,61,18.95,16.2,3.45
20210828:0610,114.26,244,28.2,17.33,3.66
20210828:0710,239.47,492,36.67,18.19,4.34
20210828:0810,262.88,541,43.63,19.06,4.62
20210828:0910,249.49,518,48.14,19.72,4.07
20210828:1010,313.9,654.01,49.27,20.5,3.79
20210828:1110,330.17,691.01,46.72,21.39,3.59
20210828:1210,297.61,624.01,41.11,22.01,3.45
20210828:1310,223.9,473,33.45,22.17,3.24
20210828:1410,103.65,229,24.6,21.97,3.03
20210828:1510,44.77,110,15.18,21.47,2.62
20210828:1610,11,39.41,5.66,20.48,1.72
20210828:1710,0,0,0,19,1.72
20210828:1810,0,0,0,17.27,1.72
20210828:1910,0,0,0,15.83,1.79
20210828:2010,0,0,0,14.73,1.72
20210828:2110,0,0,0,14.04,1.86
20210828:2210,0,0,0,13.67,2.07
20210828:2310,0,0,0,13.3,1.93
20210829:0010,0,0,0,13.11,1.86
20210829:0110,0,0,0,13.37,1.93
20210829:0210,0,0,0,13.74,1.93
20210829:0310,0,0,0,13.92,1.93
20210829:0410,0.82,9,9.2,14.4,2
20210829:0510,33.81,84,18.72,15.38,2
20210829:0610,74.25,165,27.97,16.63,2.41
20210829:0710,95.22,207,36.41,17.49,2.48
20210829:0810,216.33,449,43.34,18.67,3.45
20210829:0910,285.94,594.01,47.81,20.34,4
20210829:1010,279.14,584.01,48.91,21.81,4.14
20210829:1110,197.85,420,46.36,23.23,4.07
20210829:1210,164.6,353,40.76,23.89,3.93
20210829:1310,64.31,150,33.12,24.06,2.76
20210829:1410,27.74,74,24.27,23.46,1.79
20210829:1510,3.61,18,14.86,23.05,2.34
20210829:1610,0.04,6,5.34,22.51,2.55
20210829:1710,0,0,0,21.74,2.62
20210829:1810,0,0,0,21.28,2.62
20210829:1910,0,0,0,19.48,2.07
20210829:2010,0,0,0,19.17,2.14
20210829:2110,0,0,0,18.93,2
20210829:2210,0,0,0,19.63,0.48
20210829:2310,0,0,0,19.1,0.21
20210830:0010,0,0,0,18.77,0.69
20210830:0110,0,0,0,16.99,1.38
20210830:0210,0,0,0,16.72,1.79
20210830:0310,0,0,0,16.58,1.79
20210830:0410,8.48,30,8.97,17.04,1.86
20210830:0510,41.44,101,18.5,18.91,2.21
20210830:0610,104.57,229,27.73,20.35,2.07
20210830:0710,59.84,139,36.15,20.96,2.69
20210830:0810,170.56,365,43.04,23.09,3.17
20210830:0910,186.52,400,47.48,24.42,3.52
20210830:1010,203.96,438,48.55,25.66,3.93
20210830:1110,308.99,660.01,45.99,26.87,4.28
20210830:1210,233.35,501,40.41,27.27,4.21
20210830:1310,101.53,225,32.78,23.8,3.66
20210830:1410,41.36,102,23.95,21.95,1.86
20210830:1510,10.34,35,14.54,21.81,1.17
20210830:1610,0,4,5.01,21.08,0.41
20210830:1710,0,0,0,19.85,1.38
20210830:1810,0,0,0,19.31,1.03
20210830:1910,0,0,0,18.79,1.93
20210830:2010,0,0,0,18.27,1.86
20210830:2110,0,0,0,18.09,1.72
20210830:2210,0,0,0,17.96,1.86
20210830:2310,0,0,0,17.9,1.86
20210831:0010,0,0,0,17.69,1.72
20210831:0110,0,0,0,17.49,2.55
20210831:0210,0,0,0,17.17,3.24
20210831:0310,0,0,0,16.64,3.52
20210831:0410,1.39,11,8.75,16.09,3.17
20210831:0510,91.1,204,18.28,16.18,3.17
20210831:0610,199.79,417,27.49,16.79,3.52
20210831:0710,272.96,557.01,35.89,16.99,4.14
20210831:0810,324.16,664.01,42.75,18.05,4.07
20210831:0910,350.5,727.01,47.14,19.64,3.72
20210831:1010,301.57,629.01,48.19,20.78,3.79
20210831:1110,276.07,578.01,45.63,21.4,3.59
20210831:1210,175.42,372,40.05,21.76,3.52
20210831:1310,183.67,389,32.44,21.63,3.45
20210831:1410,108.65,239,23.62,21.33,3.45
20210831:1510,60.4,147,14.21,20.8,3.17
20210831:1610,9.06,37.99,4.69,19.97,2.55
20210831:1710,0,0,0,18.83,1.86
20210831:1810,0,0,0,17.71,1.59
20210831:1910,0,0,0,16.37,1.66
20210831:2010,0,0,0,15.14,1.45
20210831:2110,0,0,0,14.75,1.31
20210831:2210,0,0,0,14.92,1.1
20210831:2310,0,0,0,13.54,1.45
20210901:0010,0,0,0,12.99,1.72
20210901:0110,0,0,0,12.79,1.79
20210901:0210,0,0,0,12.56,1.72
20210901:0310,0,0,0,12.24,1.66
20210901:0410,12.22,38,8.53,12.28,1.59
20210901:0510,41.22,99,18.05,14.79,1.24
20210901:0610,74.82,167,27.25,17,1.03
20210901:0710,56.9,132,35.62,18.59,1.59
20210901:0810,166.02,352,42.45,19.48,1.93
20210901:0910,145.52,311,46.8,19.61,1.79
20210901:1010,301.38,639.01,47.82,20.27,1.66
20210901:1110,68.2,156,45.26,20.66,1.66
20210901:1210,176.89,377,39.7,20.57,1.45
20210901:1310,217.54,463,32.09,20.46,1.31
20210901:1410,55.96,131,23.28,19.84,1.1
20210901:1510,50.03,122,13.88,18.78,1.45
20210901:1610,0,4,4.36,17.47,1.24
20210901:1710,0,0,0,16.52,1.66
20210901:1810,0,0,0,15.83,2
20210901:1910,0,0,0,15.75,2.28
20210901:2010,0,0,0,15.45,2.76
20210901:2110,0,0,0,15.22,3.1
20210901:2210,0,0,0,14.98,3.38
20210901:2310,0,0,0,14.45,3.45
20210902:0010,0,0,0,14.24,3.52
20210902:0110,0,0,0,14.08,3.86
20210902:0210,0,0,0,13.96,4.14
20210902:0310,0,0,0,13.7,3.93
20210902:0410,0.82,9,8.3,13.58,4.07
20210902:0510,25.3,66,17.82,13.78,4.62
20210902:0610,101.27,214,27.01,13.56,6
20210902:0710,225.28,452,35.35,13.91,6.07
20210902:0810,276.38,552.01,42.14,14.55,6.41
20210902:0910,268.43,538,46.46,15.06,6.83
20210902:1010,217.83,440,47.46,15.19,7.03
20210902:1110,215.83,436,44.89,15.19,6.83
20210902:1210,271.38,543.01,39.33,15.17,6.69
20210902:1310,239.68,483.01,31.74,14.97,6.69
20210902:1410,160.29,337,22.95,14.54,6.9
20210902:1510,53.41,127,13.55,14.31,6.69
20210902:1610,7.13,33.82,4.02,13.91,5.86
20210902:1710,0,0,0,13.45,5.79
20210902:1810,0,0,0,12.71,5.38
20210902:1910,0,0,0,12.17,4.76
20210902:2010,0,0,0,12,4.48
20210902:2110,0,0,0,11.93,4.21
20210902:2210,0,0,0,11.54,4.07
20210902:2310,0,0,0,11.05,3.79
20210903:0010,0,0,0,10.54,3.79
20210903:0110,0,0,0,10.17,3.66
20210903:0210,0,0,0,9.78,3.38
20210903:0310,0,0,0,9.44,3.24
20210903:0410,31.67,98,8.08,9.39,3.17
20210903:0510,118.42,264,17.59,10.36,3.24
20210903:0610,206.93,423,26.77,11.94,3.72
20210903:0710,279.65,562.01,35.09,13.45,4
20210903:0810,297.1,599.01,41.84,15.04,4.48
20210903:0910,271.65,549,46.12,16.22,5.93
20210903:1010,268.13,544,47.09,16.74,5.72
20210903:1110,330.14,668.01,44.51,16.91,5.38
20210903:1210,221.59,453,38.97,17.47,5.52
20210903:1310,177.74,368,31.39,17.71,5.38
20210903:1410,123.04,265,22.61,17.46,4.14
20210903:1510,70.78,178,13.22,17.34,4.41
20210903:1610,5.54,27.22,3.69,16.7,3.93
20210903:1710,0,0,0,15.93,4.07
20210903:1810,0,0,0,15.38,4.34
20210903:1910,0,0,0,14.89,4.34
20210903:2010,0,0,0,14.55,4.34
20210903:2110,0,0,0,14.47,4.28
20210903:2210,0,0,0,14.49,4.07
20210903:2310,0,0,0,14.26,3.79
20210904:0010,0,0,0,13.91,3.45
20210904:0110,0,0,0,13.66,2.97
20210904:0210,0,0,0,13.26,2.69
20210904:0310,0,0,0,12.78,2.83
20210904:0410,0.56,8,7.85,12.13,3.17
20210904:0510,11.81,37,17.36,11.85,2.97
20210904:0610,56.31,127,26.52,12.08,2.76
20210904:0710,208.12,423,34.82,13.23,2.83
20210904:0810,219.77,447,41.53,14.14,3.24
20210904:0910,255.89,520,45.77,15.03,3.79
20210904:1010,152.28,316,46.71,15.49,3.93
20210904:1110,195.33,401,44.13,15.74,3.86
20210904:1210,132.59,278,38.6,15.92,3.66
20210904:1310,224.78,462.01,31.04,15.9,3.45
20210904:1410,151.03,324,22.26,15.59,3.24
20210904:1510,68.11,171,12.88,15.23,3.03
20210904:1610,4.75,25.22,3.35,14.45,2.14
20210904:1710,0,0,0,13.47,1.86
20210904:1810,0,0,0,12.42,1.86
20210904:1910,0,0,0,11.53,2.14
20210904:2010,0,0,0,10.81,2.14
20210904:2110,0,0,0,10.21,2.07
20210904:2210,0,0,0,9.73,2
20210904:2310,0,0,0,9.16,2.07
20210905:0010,0,0,0,8.81,2
20210905:0110,0,0,0,8.35,2.07
20210905:0210,0,0,0,7.84,2.07
20210905:0310,0,0,0,7.35,2.07
20210905:0410,28.63,89,7.62,7.17,1.93
20210905:0510,114.44,257,17.13,9.36,1.72
20210905:0610,202.97,419.01,26.28,11.36,1.86
20210905:0710,275.15,559.01,34.54,12.89,2.21
20210905:0810,327.4,663.01,41.22,14.03,3.1
20210905:0910,300.1,608.01,45.43,14.69,3.72
20210905:1010,132.46,277,46.34,15.16,3.72
20210905:1110,73.86,163,43.76,15.46,3.72
20210905:1210,293.27,596.01,38.24,15.52,3.59
20210905:1310,56.08,128,30.69,14.98,3.31
20210905:1410,12.11,38,21.92,14.27,3.59
20210905:1510,53.8,131,12.54,13.87,3.24
20210905:1610,3.46,17,3.01,13.27,2.55
20210905:1710,0,0,0,12.47,2.21
20210905:1810,0,0,0,11.81,2.14
20210905:1910,0,0,0,10.76,1.93
20210905:2010,0,0,0,10.23,1.79
20210905:2110,0,0,0,9.43,1.72
20210905:2210,0,0,0,8.56,1.72
20210905:2310,0,0,0,7.67,1.72
20210906:0010,0,0,0,7.08,1.79
20210906:0110,0,0,0,6.62,1.79
20210906:0210,0,0,0,6.21,1.79
20210906:0310,0,0,0,5.99,1.79
20210906:0410,19.12,55,7.4,6.39,1.66
20210906:0510,86.71,191,16.9,8.13,1.17
20210906:0610,124.42,259,26.03,10.36,1.17
20210906:0710,167.72,344,34.27,11.49,1.17
20210906:0810,196.93,404,40.91,12.64,1.24
20210906:0910,238.95,490,45.08,13.68,1.66
20210906:1010,148.62,309,45.97,14.09,2.07
20210906:1110,252.43,516,43.37,14.3,2.28
20210906:1210,211.92,434,37.86,14.21,2.21
20210906:1310,134.84,282,30.33,14.3,2.14
20210906:1410,137.59,296,21.57,14.22,2
20210906:1510,40.47,100,12.2,13.99,1.79
20210906:1610,0.82,9,2.67,13.53,1.17
20210906:1710,0,0,0,12.78,0.83
20210906:1810,0,0,0,12.89,0.34
20210906:1910,0,0,0,11.42,1.03
20210906:2010,0,0,0,11.15,1.24
20210906:2110,0,0,0,10.55,1.45
20210906:2210,0,0,0,10.49,1.52
20210906:2310,0,0,0,10.1,1.59
20210907:0010,0,0,0,9.37,1.72
20210907:0110,0,0,0,8.97,1.79
20210907:0210,0,0,0,8.87,1.72
20210907:0310,0,0,0,8.45,1.72
20210907:0410,11.38,36,7.17,8.2,1.66
20210907:0510,60.47,136,16.67,9.69,1.24
20210907:0610,187.52,390,25.78,11.63,1.24
20210907:0710,262.75,541.01,33.99,13.44,1.1
20210907:0810,310.4,644.01,40.6,15.01,1.17
20210907:0910,301.96,627.01,44.72,16.17,1.66
20210907:1010,311.01,646.01,45.59,16.84,2
20210907:1110,293.45,609.01,42.99,17.7,2.34
20210907:1210,260.77,542.01,37.49,17.96,2.21
20210907:1310,179.93,379,29.97,18.34,2.14
20210907:1410,121.76,268,21.22,18.31,1.72
20210907:1510,56.88,149,11.86,17.88,1.38
20210907:1610,1.69,12,2.32,16.38,2
20210907:1710,0,0,0,14.59,2.21
20210907:1810,0,0,0,13.25,2.34
20210907:1910,0,0,0,12.41,2.62
20210907:2010,0,0,0,11.9,2.69
20210907:2110,0,0,0,11.46,2.69
20210907:2210,0,0,0,11.05,2.9
20210907:2310,0,0,0,10.81,2.83
20210908:0010,0,0,0,10.42,2.69
20210908:0110,0,0,0,10.27,2.62
20210908:0210,0,0,0,10.23,2.69
20210908:0310,0,0,0,9.81,2.62
20210908:0410,4.68,20,6.94,9.79,2.55
20210908:0510,83.36,187,16.43,11.08,2.28
20210908:0610,186.49,388,25.53,13.2,2.62
20210908:0710,260.18,532.01,33.71,15.24,2.9
20210908:0810,311.28,640.01,40.28,17,2.9
20210908:0910,338.02,702.01,44.37,18.65,2.9
20210908:1010,338.4,707.01,45.21,19.89,2.97
20210908:1110,313.25,655.01,42.61,20.76,3.17
20210908:1210,273.86,573.01,37.11,21.32,3.45
20210908:1310,216.02,458.01,29.61,21.46,3.31
20210908:1410,139.21,312,20.87,21.18,2.69
20210908:1510,53.66,144,11.51,20.62,1.79
20210908:1610,0.52,8,1.98,19.24,1.72
20210908:1710,0,0,0,17.25,1.79
20210908:1810,0,0,0,15.3,1.86
20210908:1910,0,0,0,13.8,2.07
20210908:2010,0,0,0,12.81,2
20210908:2110,0,0,0,12.03,2
20210908:2210,0,0,0,11.41,1.93
20210908:2310,0,0,0,10.9,1.93
20210909:0010,0,0,0,10.51,2
20210909:0110,0,0,0,10.28,2.07
20210909:0210,0,0,0,10.24,2.21
20210909:0310,0,0,0,10.27,2.34
20210909:0410,16.97,52,6.71,10.39,2.21
20210909:0510,92.56,212,16.2,12.25,1.72
20210909:0610,177.83,376,25.28,15.34,1.79
20210909:0710,248.6,519.01,33.43,17.44,1.66
20210909:0810,297.21,626.01,39.97,19.51,1.66
20210909:0910,324.62,691.01,44.02,21.18,1.72
20210909:1010,327.62,699.01,44.83,22.36,2.07
20210909:1110,312.5,665.01,42.22,22.97,2.41
20210909:1210,268.36,571.01,36.74,23.27,2.48
20210909:1310,209.88,452.01,29.24,23.24,2.34
20210909:1410,133.6,304,20.52,22.98,2.14
20210909:1510,50.71,139,11.16,22.29,1.38
20210909:1610,0,5,1.63,20.88,1.45
20210909:1710,0,0,0,18.37,1.79
20210909:1810,0,0,0,16.3,1.93
20210909:1910,0,0,0,14.94,2.07
20210909:2010,0,0,0,13.83,2
20210909:2110,0,0,0,13.04,2
20210909:2210,0,0,0,12.38,2
20210909:2310,0,0,0,11.84,1.93
20210910:0010,0,0,0,11.38,1.93
20210910:0110,0,0,0,10.96,1.93
20210910:0210,0,0,0,10.58,1.93
20210910:0310,0,0,0,10.21,1.93
20210910:0410,18.52,59,6.47,10.04,1.72
20210910:0510,95.36,221,15.96,12.09,1.1
20210910:0610,178.69,382.01,25.03,15.91,0.9
20210910:0710,246.52,522.01,33.15,18.3,0.76
20210910:0810,294.23,631.01,39.65,20.3,0.62
20210910:0910,318.56,692.01,43.66,21.75,0.55
20210910:1010,321.59,700.01,44.44,22.7,0.76
20210910:1110,304.63,662.01,41.83,23.2,0.83
20210910:1210,259.99,564.01,36.36,23.45,0.76
20210910:1310,204.21,446.01,28.88,23.47,0.9
20210910:1410,129.53,298,20.16,23.25,0.97
20210910:1510,47.9,133,10.81,22.57,0.83
20210910:1610,0,2,1.28,20.89,1.31
20210910:1710,0,0,0,18.24,1.59
20210910:1810,0,0,0,16.42,1.66
20210910:1910,0,0,0,15.54,1.59
20210910:2010,0,0,0,15.45,1.31
20210910:2110,0,0,0,15.98,1.1
20210910:2210,0,0,0,16.06,1.03
20210910:2310,0,0,0,15.78,0.9
20210911:0010,0,0,0,15.36,0.97
20210911:0110,0,0,0,13.98,1.17
20210911:0210,0,0,0,12.82,1.31
20210911:0310,0,0,0,12,1.38
20210911:0410,8.11,29,6.24,11.55,1.38
20210911:0510,85.19,198,15.72,13.61,0.69
20210911:0610,149.05,320,24.77,16.52,0.62
20210911:0710,238.99,509.01,32.87,18.97,0.55
20210911:0810,286.64,616.01,39.33,21.06,0.69
20210911:0910,297.16,642.01,43.3,22.51,0.97
20210911:1010,303.91,660.01,44.06,23.33,0.97
20210911:1110,293.66,637.01,41.44,23.68,1.03
20210911:1210,255.99,554.01,35.98,23.86,1.1
20210911:1310,192.22,420.01,28.51,23.84,1.1
20210911:1410,123.38,285,19.81,23.59,0.97
20210911:1510,45.3,128,10.46,22.88,0.83
20210911:1610,0,0,0,21.37,1.31
20210911:1710,0,0,0,19.04,1.86
20210911:1810,0,0,0,17.3,2
20210911:1910,0,0,0,16.3,2.14
20210911:2010,0,0,0,15.41,2.07
20210911:2110,0,0,0,14.65,2.07
20210911:2210,0,0,0,13.95,2
20210911:2310,0,0,0,13.42,1.86
20210912:0010,0,0,0,13.32,1.66
20210912:0110,0,0,0,13.11,1.59
20210912:0210,0,0,0,12.32,1.72
20210912:0310,0,0,0,11.82,1.86
20210912:0410,0.07,6,6.01,11.71,1.86
20210912:0510,80.51,187,15.48,13.46,1.24
20210912:0610,144.91,311,24.51,16.95,1.24
20210912:0710,222.7,470.01,32.59,18.71,1.24
20210912:0810,280.31,595.01,39,20.78,1.45
20210912:0910,305.27,652.01,42.94,22.4,1.79
20210912:1010,314.56,676.01,43.67,23.44,1.79
20210912:1110,294.64,635.01,41.05,24.07,1.66
20210912:1210,251.95,544.01,35.6,24.35,1.52
20210912:1310,193.76,424.01,28.14,24.34,1.38
20210912:1410,120.49,280,19.45,24.1,1.24
20210912:1510,42.72,123,10.11,23.35,1.17
20210912:1610,0,0,0,21.8,1.72
20210912:1710,0,0,0,19.77,1.93
20210912:1810,0,0,0,18,1.86
20210912:1910,0,0,0,16.69,2.07
20210912:2010,0,0,0,15.57,2
20210912:2110,0,0,0,14.67,1.86
20210912:2210,0,0,0,14.05,1.72
20210912:2310,0,0,0,13.32,1.86
20210913:0010,0,0,0,12.81,1.79
20210913:0110,0,0,0,12.35,1.79
20210913:0210,0,0,0,11.93,1.79
20210913:0310,0,0,0,11.61,1.86
20210913:0410,11.83,40,5.77,11.43,1.86
20210913:0510,81.1,190,15.24,13.34,1.38
20210913:0610,164.51,355,24.26,17.45,1.17
20210913:0710,232.15,493.01,32.3,19.9,1.24
20210913:0810,280.88,601.01,38.68,22.08,1.31
20210913:0910,305.89,657.01,42.58,23.56,1.79
20210913:1010,313.21,675.01,43.29,24.26,1.86
20210913:1110,290.53,626.01,40.66,24.75,1.93
20210913:1210,248.97,536.01,35.21,24.82,2.07
20210913:1310,181.67,396.01,27.77,24.67,2.34
20210913:1410,109.48,253,19.09,24.06,2.62
20210913:1510,37.55,107,9.75,22.52,2.9
20210913:1610,0,0,0,20.81,2.55
20210913:1710,0,0,0,19.53,2.55
20210913:1810,0,0,0,18.79,2.55
20210913:1910,0,0,0,18.18,2.34
20210913:2010,0,0,0,17.62,2.21
20210913:2110,0,0,0,16.85,2.14
20210913:2210,0,0,0,16.44,2
20210913:2310,0,0,0,15.9,2.07
20210914:0010,0,0,0,15.51,2.14
20210914:0110,0,0,0,15.12,2.14
20210914:0210,0,0,0,14.91,2.14
20210914:0310,0,0,0,14.65,2.14
20210914:0410,4.18,19,5.54,14.3,2.14
20210914:0510,85.05,204,15,14.94,1.93
20210914:0610,170,364.01,24,16.59,2.21
20210914:0710,240.14,502.01,32.01,18.18,2.14
20210914:0810,289.72,605.01,38.35,19.59,2.48
20210914:0910,304.69,635.01,42.21,20.68,3.45
20210914:1010,228.59,478,42.9,20.84,3.79
20210914:1110,183.35,386,40.26,20.98,4
20210914:1210,75.49,170,34.83,20.77,3.86
20210914:1310,144.96,310,27.4,20.43,3.59
20210914:1410,53.87,127,18.73,20.18,3.38
20210914:1510,34.17,96,9.4,19.49,2.55
20210914:1610,0,0,0,18.59,2.21
20210914:1710,0,0,0,17.29,2.14
20210914:1810,0,0,0,16.22,2.28
20210914:1910,0,0,0,15.53,2.55
20210914:2010,0,0,0,14.66,2.34
20210914:2110,0,0,0,13.79,2
20210914:2210,0,0,0,12.79,1.79
20210914:2310,0,0,0,11.81,1.72
20210915:0010,0,0,0,11.1,1.72
20210915:0110,0,0,0,10.51,1.66
20210915:0210,0,0,0,9.99,1.59
20210915:0310,0,0,0,9.77,1.52
20210915:0410,11.7,49.8,5.3,10.1,1.31
20210915:0510,89.11,213,14.76,11.4,0.83
20210915:0610,176.32,375.01,23.74,13.48,1.17
20210915:0710,246.74,514.01,31.72,14.78,0.9
20210915:0810,298.64,620.01,38.03,16.08,1.52
20210915:0910,327.36,681.01,41.85,17.21,2
20210915:1010,331.56,692.01,42.51,18.08,2.14
20210915:1110,306.65,640.01,39.87,18.77,2.28
20210915:1210,257.33,538.01,34.44,19.16,2.41
20210915:1310,200.97,428.01,27.02,19.19,2.28
20210915:1410,117.85,270,18.36,18.94,1.93
20210915:1510,36.7,108,9.04,18.37,1.66
20210915:1610,0,0,0,17.25,1.52
20210915:1710,0,0,0,15.59,1.66
20210915:1810,0,0,0,14.24,1.52
20210915:1910,0,0,0,14.89,0.9
20210915:2010,0,0,0,14.8,0.28
20210915:2110,0,0,0,14.57,0.34
20210915:2210,0,0,0,12.57,1.17
20210915:2310,0,0,0,11.88,1.38
20210916:0010,0,0,0,11.92,1.31
20210916:0110,0,0,0,12.04,1.31
20210916:0210,0,0,0,11.97,1.31
20210916:0310,0,0,0,11.45,1.45
20210916:0410,0.07,6,5.06,11.26,1.66
20210916:0510,74.96,177,14.51,12.47,1.24
20210916:0610,166.64,357.01,23.47,14.78,1.24
20210916:0710,235.79,499.01,31.43,16.15,0.14
20210916:0810,282.29,600.01,37.7,17.47,0.21
20210916:0910,305.92,653.01,41.48,18.63,0.48
20210916:1010,315.08,674.01,42.12,19.45,0.69
20210916:1110,290.32,619.01,39.47,19.88,0.83
20210916:1210,231.55,493.01,34.05,19.9,0.83
20210916:1310,192.43,417.01,26.65,20.12,0.83
20210916:1410,112.44,262,18,19.95,0.97
20210916:1510,34.16,104,8.69,19.47,1.31
20210916:1610,0,0,0,18.03,1.93
20210916:1710,0,0,0,16.58,2.28
20210916:1810,0,0,0,15.52,2.48
20210916:1910,0,0,0,14.78,2.83
20210916:2010,0,0,0,14.22,2.9
20210916:2110,0,0,0,14.02,2.83
20210916:2210,0,0,0,13.86,2.9
20210916:2310,0,0,0,13.57,2.83
20210917:0010,0,0,0,13.47,2.76
20210917:0110,0,0,0,13.39,3.1
20210917:0210,0,0,0,13.31,3.03
20210917:0310,0,0,0,13.37,3.17
20210917:0410,1.42,11,4.83,13.2,3.17
20210917:0510,10.83,35,14.27,13.39,3.1
20210917:0610,64.57,144,23.21,13.72,3.31
20210917:0710,132.8,279,31.14,16.5,3.86
20210917:0810,51.23,120,37.37,18.21,3.86
20210917:0910,47.47,113,41.12,19.36,4
20210917:1010,40.79,100,41.73,20.65,4.21
20210917:1110,22.86,63,39.08,22.01,4.41
20210917:1210,23.68,65,33.66,22.95,4.48
20210917:1310,23.69,65,26.27,22.88,4.62
20210917:1410,35.21,89,17.64,21.61,4.21
20210917:1510,19.7,58,8.33,20.34,3.72
20210917:1610,0,0,0,19.5,3.52
20210917:1710,0,0,0,18.93,3.72
20210917:1810,0,0,0,18.42,4.07
20210917:1910,0,0,0,17.51,3.1
20210917:2010,0,0,0,17.19,3.1
20210917:2110,0,0,0,16.89,2.97
20210917:2210,0,0,0,16.71,3.1
20210917:2310,0,0,0,16.55,3.17
20210918:0010,0,0,0,16.46,3.03
20210918:0110,0,0,0,16.36,2.69
20210918:0210,0,0,0,16.3,2.48
20210918:0310,0,0,0,16.17,2.55
20210918:0410,0,4,4.59,16.35,2.55
20210918:0510,29.54,76,14.02,16.68,2.55
20210918:0610,34.93,87,22.95,17.63,2.76
20210918:0710,64.67,147,30.84,18.71,4
20210918:0810,140.66,298,37.04,19.35,3.93
20210918:0910,54.04,126,40.75,19,4
20210918:1010,83.68,185,41.33,19.15,4
20210918:1110,58.06,134,38.68,19,4.14
20210918:1210,28.06,73,33.28,18.36,4
20210918:1310,94.39,205,25.9,17.32,3.72
20210918:1410,55.1,128,17.27,16.43,3.52
20210918:1510,23.21,68,7.97,16.01,3.45
20210918:1610,0,0,0,15.72,2.9
20210918:1710,0,0,0,15.2,1.93
20210918:1810,0,0,0,14.62,1.45
20210918:1910,0,0,0,13.09,1.17
20210918:2010,0,0,0,13.52,0.69
20210918:2110,0,0,0,13.24,0.76
20210918:2210,0,0,0,12.52,0.9
20210918:2310,0,0,0,12.43,0.9
20210919:0010,0,0,0,12.78,0.69
20210919:0110,0,0,0,13.05,0.9
20210919:0210,0,0,0,12.96,1.31
20210919:0310,0,0,0,12.89,1.17
20210919:0410,1.74,12,4.35,12.75,0.76
20210919:0510,60.01,143,13.77,12.97,1.1
20210919:0610,55.76,127,22.68,13.45,1.59
20210919:0710,89.48,193,30.55,14.18,2.21
20210919:0810,100.67,215,36.7,14.6,2.55
20210919:0910,122,257,40.38,14.99,2.69
20210919:1010,96.61,208,40.94,15.86,3.03
20210919:1110,113.55,241,38.28,15.91,3.31
20210919:1210,35.13,86,32.89,13.94,4.21
20210919:1310,49.62,114,25.52,12.4,3.72
20210919:1410,10.93,35,16.91,11.78,3.17
20210919:1510,9.63,32,7.61,11.35,3.52
20210919:1610,0,0,0,10.81,3.52
20210919:1710,0,0,0,10.49,3.1
20210919:1810,0,0,0,10.25,3.17
20210919:1910,0,0,0,10.35,3.1
20210919:2010,0,0,0,10.24,3.31
20210919:2110,0,0,0,10.14,3.66
20210919:2210,0,0,0,10,4.07
20210919:2310,0,0,0,9.82,4.34
20210920:0010,0,0,0,9.69,4.62
20210920:0110,0,0,0,9.53,5.31
20210920:0210,0,0,0,9.47,5.59
20210920:0310,0,0,0,9.55,5.03
20210920:0410,0,3,4.11,9.8,4.62
20210920:0510,10.59,34,13.53,10.01,4.83
20210920:0610,0,0,0,10.16,5.03
20210920:0710,49.69,113,30.25,10.3,5.24
20210920:0810,97.25,204,36.37,10.64,4.34
20210920:0910,57.28,128,40.01,11.05,4.9
20210920:1010,72.14,157,40.55,11.74,4.28
20210920:1110,40.07,95,37.88,11.82,4.34
20210920:1210,64.82,143,32.5,11.76,4.14
20210920:1310,49.82,114,25.15,11.52,3.52
20210920:1410,31.55,78,16.54,11.24,3.1
20210920:1510,10.78,35,7.25,10.96,2.69
20210920:1610,0,0,0,10.55,2.97
20210920:1710,0,0,0,10.1,3.17
20210920:1810,0,0,0,9.65,3.1
20210920:1910,0,0,0,9.87,2.28
20210920:2010,0,0,0,9.61,2.76
20210920:2110,0,0,0,9.25,3.17
20210920:2210,0,0,0,8.81,3.52
20210920:2310,0,0,0,8.27,3.45
20210921:0010,0,0,0,7.78,3.38
20210921:0110,0,0,0,7.35,3.38
20210921:0210,0,0,0,7.12,3.52
20210921:0310,0,0,0,6.87,3.52
20210921:0410,2.5,14,3.87,6.73,3.93
20210921:0510,3.23,16,13.28,6.81,4.28
20210921:0610,41.04,95,22.14,7,4.97
20210921:0710,65.21,141,29.95,7.42,5.24
20210921:0810,59.69,131,36.03,8.17,5.38
20210921:0910,52.75,118,39.64,8.56,5.59
20210921:1010,40.25,94,40.15,8.44,5.52
20210921:1110,33.07,80,37.48,8.39,5.45
20210921:1210,36.13,86,32.11,8.48,5.45
20210921:1310,32.03,78,24.77,8.5,5.38
20210921:1410,11.58,36,16.18,8.41,5.31
20210921:1510,9.35,31,6.89,8.29,4.97
20210921:1610,0,0,0,8.12,4.55
20210921:1710,0,0,0,7.92,4.34
20210921:1810,0,0,0,7.68,4.34
20210921:1910,0,0,0,7.43,4.34
20210921:2010,0,0,0,7.24,4.34
20210921:2110,0,0,0,7.04,4.34
20210921:2210,0,0,0,6.89,4.14
20210921:2310,0,0,0,6.77,4.28
20210922:0010,0,0,0,6.69,4.34
20210922:0110,0,0,0,6.67,4.14
20210922:0210,0,0,0,6.62,4
20210922:0310,0,0,0,6.56,3.66
20210922:0410,0,3,3.63,6.54,3.59
20210922:0510,3.23,16,13.03,6.71,3.93
